"","host_gene_id","host_gene_name","mirna_id","mirna_name","host_gene_stable_id","id"
"587","ENSMUSG00000048148.18","Nwd1","ENSMUSG00000093276.1","Gm26237","ENSMUSG00000048148","Nwd1 (Gm26237)"
"588","ENSMUSG00000002885.14","Adgre5","ENSMUSG00000098465.1","Mir1668","ENSMUSG00000002885","Adgre5 (Mir1668)"
"589","ENSMUSG00000074217.8","2210011C24Rik","ENSMUSG00000080665.1","Mir1199","ENSMUSG00000074217","2210011C24Rik (Mir1199)"
"590","ENSMUSG00000031706.7","Rfx1","ENSMUSG00000076144.1","Mir709","ENSMUSG00000031706","Rfx1 (Mir709)"
"591","ENSMUSG00000008129.14","4930432K21Rik","ENSMUSG00000080334.1","Gm25110","ENSMUSG00000008129","4930432K21Rik (Gm25110)"
"592","ENSMUSG00000056155.6","Nanos3","ENSMUSG00000076338.1","Mir181d","ENSMUSG00000056155","Nanos3 (Mir181d)"
"593","ENSMUSG00000056155.6","Nanos3","ENSMUSG00000065483.2","Mir181c","ENSMUSG00000056155","Nanos3 (Mir181c)"
"594","ENSMUSG00000003808.18","Farsa","ENSMUSG00000098331.1","Mir7069","ENSMUSG00000003808","Farsa (Mir7069)"
"595","ENSMUSG00000053693.16","Mast1","ENSMUSG00000092826.1","Gm24197","ENSMUSG00000053693","Mast1 (Gm24197)"
"596","ENSMUSG00000008167.14","Fbxw9","ENSMUSG00000099076.1","Mir7070","ENSMUSG00000008167","Fbxw9 (Mir7070)"
"597","ENSMUSG00000074194.4","Zfp791","ENSMUSG00000089213.1","Gm23388","ENSMUSG00000074194","Zfp791 (Gm23388)"
"598","ENSMUSG00000031657.16","Heatr3","ENSMUSG00000099080.1","Mir7071","ENSMUSG00000031657","Heatr3 (Mir7071)"
"599","ENSMUSG00000110710.1","C78859","ENSMUSG00000065512.3","Mir138-2","ENSMUSG00000110710","C78859 (Mir138-2)"
"600","ENSMUSG00000074151.13","Nlrc5","ENSMUSG00000098511.1","Mir7072","ENSMUSG00000074151","Nlrc5 (Mir7072)"
"601","ENSMUSG00000036550.16","Cnot1","ENSMUSG00000106145.1","Mir7073","ENSMUSG00000036550","Cnot1 (Mir7073)"
"602","ENSMUSG00000031673.6","Cdh11","ENSMUSG00000078006.1","Gm26301","ENSMUSG00000031673","Cdh11 (Gm26301)"
"603","ENSMUSG00000110557.1","Gm5159","ENSMUSG00000105612.1","Gm44328","ENSMUSG00000110557","Gm5159 (Gm44328)"
"604","ENSMUSG00000038604.9","Ripor1","ENSMUSG00000089432.1","Mir1966","ENSMUSG00000038604","Ripor1 (Mir1966)"
"605","ENSMUSG00000017765.17","Slc12a4","ENSMUSG00000099131.1","Mir7074","ENSMUSG00000017765","Slc12a4 (Mir7074)"
"606","ENSMUSG00000031921.17","Terf2","ENSMUSG00000098671.1","Mir7075","ENSMUSG00000031921","Terf2 (Mir7075)"
"607","ENSMUSG00000031930.11","Wwp2","ENSMUSG00000065439.1","Mir140","ENSMUSG00000031930","Wwp2 (Mir140)"
"608","ENSMUSG00000038872.10","Zfhx3","ENSMUSG00000093241.1","Mir3108","ENSMUSG00000038872","Zfhx3 (Mir3108)"
"609","ENSMUSG00000059854.8","Hydin","ENSMUSG00000105131.1","Gm47306","ENSMUSG00000059854","Hydin (Gm47306)"
"610","ENSMUSG00000093112.2","Gm22701","ENSMUSG00000105131.1","Gm47306","ENSMUSG00000093112","Gm22701 (Gm47306)"
"611","ENSMUSG00000033658.16","Ddx19b","ENSMUSG00000093087.1","Mir3473d","ENSMUSG00000033658","Ddx19b (Mir3473d)"
"612","ENSMUSG00000031957.6","Ctrb1","ENSMUSG00000099129.1","Mir7076","ENSMUSG00000031957","Ctrb1 (Mir7076)"
"613","ENSMUSG00000034390.16","Cmip","ENSMUSG00000099062.1","Mir7077","ENSMUSG00000034390","Cmip (Mir7077)"
"614","ENSMUSG00000034390.16","Cmip","ENSMUSG00000098483.1","Mir7078","ENSMUSG00000034390","Cmip (Mir7078)"
"615","ENSMUSG00000092329.1","Gm20388","ENSMUSG00000098280.1","Mir7687","ENSMUSG00000092329","Gm20388 (Mir7687)"
"616","ENSMUSG00000092329.1","Gm20388","ENSMUSG00000099140.1","Mir7237","ENSMUSG00000092329","Gm20388 (Mir7237)"
"617","ENSMUSG00000092329.1","Gm20388","ENSMUSG00000098550.1","Mir7079","ENSMUSG00000092329","Gm20388 (Mir7079)"
"618","ENSMUSG00000092329.1","Gm20388","ENSMUSG00000098582.1","Mir7080","ENSMUSG00000092329","Gm20388 (Mir7080)"
"619","ENSMUSG00000092329.1","Gm20388","ENSMUSG00000088414.1","Mir1967","ENSMUSG00000092329","Gm20388 (Mir1967)"
"620","ENSMUSG00000031822.20","Gse1","ENSMUSG00000098280.1","Mir7687","ENSMUSG00000031822","Gse1 (Mir7687)"
"621","ENSMUSG00000025316.16","Banp","ENSMUSG00000099140.1","Mir7237","ENSMUSG00000025316","Banp (Mir7237)"
"622","ENSMUSG00000014470.4","Rnf166","ENSMUSG00000093124.1","Gm24366","ENSMUSG00000014470","Rnf166 (Gm24366)"
"623","ENSMUSG00000069867.3","Pabpn1l","ENSMUSG00000098500.1","Mir6396","ENSMUSG00000069867","Pabpn1l (Mir6396)"
"624","ENSMUSG00000000740.12","Rpl13","ENSMUSG00000098550.1","Mir7079","ENSMUSG00000000740","Rpl13 (Mir7079)"
"625","ENSMUSG00000034796.14","Cpne7","ENSMUSG00000098582.1","Mir7080","ENSMUSG00000034796","Cpne7 (Mir7080)"
"626","ENSMUSG00000031976.14","Urb2","ENSMUSG00000088414.1","Mir1967","ENSMUSG00000031976","Urb2 (Mir1967)"
"627","ENSMUSG00000043051.17","Disc1","ENSMUSG00000080516.1","Gm22197","ENSMUSG00000043051","Disc1 (Gm22197)"
"628","ENSMUSG00000025810.9","Nrp1","ENSMUSG00000084523.1","Mir1903","ENSMUSG00000025810","Nrp1 (Mir1903)"
"629","ENSMUSG00000025892.16","Gria4","ENSMUSG00000092896.2","Gm23811","ENSMUSG00000025892","Gria4 (Gm23811)"
"630","ENSMUSG00000050912.15","Tmem123","ENSMUSG00000093615.1","Mir5618","ENSMUSG00000050912","Tmem123 (Mir5618)"
"631","ENSMUSG00000039488.15","Cntn5","ENSMUSG00000092776.1","Gm26195","ENSMUSG00000039488","Cntn5 (Gm26195)"
"632","ENSMUSG00000039488.15","Cntn5","ENSMUSG00000093959.1","Gm24496","ENSMUSG00000039488","Cntn5 (Gm24496)"
"633","ENSMUSG00000039488.15","Cntn5","ENSMUSG00000096815.1","Gm25086","ENSMUSG00000039488","Cntn5 (Gm25086)"
"634","ENSMUSG00000031925.17","Maml2","ENSMUSG00000093092.1","Gm22643","ENSMUSG00000031925","Maml2 (Gm22643)"
"635","ENSMUSG00000031939.16","Taf1d","ENSMUSG00000105847.1","mmu-mir-7650","ENSMUSG00000031939","Taf1d (mmu-mir-7650)"
"636","ENSMUSG00000031939.16","Taf1d","ENSMUSG00000106649.1","Gm49349","ENSMUSG00000031939","Taf1d (Gm49349)"
"637","ENSMUSG00000077614.1","Gm25500","ENSMUSG00000105847.1","mmu-mir-7650","ENSMUSG00000077614","Gm25500 (mmu-mir-7650)"
"638","ENSMUSG00000074500.11","Zfp558","ENSMUSG00000092714.1","Gm22854","ENSMUSG00000074500","Zfp558 (Gm22854)"
"639","ENSMUSG00000004099.16","Dnmt1","ENSMUSG00000099147.1","Mir7081","ENSMUSG00000004099","Dnmt1 (Mir7081)"
"640","ENSMUSG00000110790.1","Gm47079","ENSMUSG00000084663.1","Mir1900","ENSMUSG00000110790","Gm47079 (Mir1900)"
"641","ENSMUSG00000111497.1","Gm38431","ENSMUSG00000098907.1","Mir7082","ENSMUSG00000111497","Gm38431 (Mir7082)"
"642","ENSMUSG00000010205.11","Raver1","ENSMUSG00000098907.1","Mir7082","ENSMUSG00000010205","Raver1 (Mir7082)"
"643","ENSMUSG00000032198.9","Dock6","ENSMUSG00000098473.1","Mir7083","ENSMUSG00000032198","Dock6 (Mir7083)"
"644","ENSMUSG00000013822.7","Elof1","ENSMUSG00000098646.1","Mir7084","ENSMUSG00000013822","Elof1 (Mir7084)"
"645","ENSMUSG00000062257.13","Opcml","ENSMUSG00000106021.1","Gm44316","ENSMUSG00000062257","Opcml (Gm44316)"
"646","ENSMUSG00000111684.1","Gm8543","ENSMUSG00000093152.1","Gm25032","ENSMUSG00000111684","Gm8543 (Gm25032)"
"647","ENSMUSG00000074415.14","3110039I08Rik","ENSMUSG00000093011.1","Mir100","ENSMUSG00000074415","3110039I08Rik (Mir100)"
"648","ENSMUSG00000074415.14","3110039I08Rik","ENSMUSG00000092770.1","Mirlet7a-2","ENSMUSG00000074415","3110039I08Rik (Mirlet7a-2)"
"649","ENSMUSG00000074415.14","3110039I08Rik","ENSMUSG00000093354.1","Mir125b-1","ENSMUSG00000074415","3110039I08Rik (Mir125b-1)"
"650","ENSMUSG00000111462.2","Gm49317","ENSMUSG00000093011.1","Mir100","ENSMUSG00000111462","Gm49317 (Mir100)"
"651","ENSMUSG00000111462.2","Gm49317","ENSMUSG00000092770.1","Mirlet7a-2","ENSMUSG00000111462","Gm49317 (Mirlet7a-2)"
"652","ENSMUSG00000111462.2","Gm49317","ENSMUSG00000093354.1","Mir125b-1","ENSMUSG00000111462","Gm49317 (Mir125b-1)"
"653","ENSMUSG00000100158.1","Gm28119","ENSMUSG00000093354.1","Mir125b-1","ENSMUSG00000100158","Gm28119 (Mir125b-1)"
"654","ENSMUSG00000032017.14","Grik4","ENSMUSG00000076355.2","Gm27509","ENSMUSG00000032017","Grik4 (Gm27509)"
"655","ENSMUSG00000032114.9","Slc37a4","ENSMUSG00000099309.1","Mir7085","ENSMUSG00000032114","Slc37a4 (Mir7085)"
"656","ENSMUSG00000032089.16","Il10ra","ENSMUSG00000098361.1","Mir7086","ENSMUSG00000032089","Il10ra (Mir7086)"
"657","ENSMUSG00000034908.16","Sidt2","ENSMUSG00000098327.1","Mir7087","ENSMUSG00000034908","Sidt2 (Mir7087)"
"658","ENSMUSG00000032285.15","Dnaja4","ENSMUSG00000093441.1","Mir5710","ENSMUSG00000032285","Dnaja4 (Mir5710)"
"659","ENSMUSG00000074305.9","Peak1","ENSMUSG00000076281.1","Gm24270","ENSMUSG00000074305","Peak1 (Gm24270)"
"660","ENSMUSG00000032252.14","Glce","ENSMUSG00000092696.1","Mir5133","ENSMUSG00000032252","Glce (Mir5133)"
"661","ENSMUSG00000111232.1","A730043L09Rik","ENSMUSG00000088986.1","Gm25603","ENSMUSG00000111232","A730043L09Rik (Gm25603)"
"662","ENSMUSG00000004771.12","Rab11a","ENSMUSG00000104953.1","Gm47308","ENSMUSG00000004771","Rab11a (Gm47308)"
"663","ENSMUSG00000052698.15","Tln2","ENSMUSG00000076379.2","Mir190a","ENSMUSG00000052698","Tln2 (Mir190a)"
"664","ENSMUSG00000032231.14","Anxa2","ENSMUSG00000093042.1","Mir3109","ENSMUSG00000032231","Anxa2 (Mir3109)"
"665","ENSMUSG00000032207.10","Lipc","ENSMUSG00000087744.1","Gm25149","ENSMUSG00000032207","Lipc (Gm25149)"
"666","ENSMUSG00000089865.2","Gm44503","ENSMUSG00000098589.2","Gm27353","ENSMUSG00000089865","Gm44503 (Gm27353)"
"667","ENSMUSG00000034563.16","Ccpg1","ENSMUSG00000098589.2","Gm27353","ENSMUSG00000034563","Ccpg1 (Gm27353)"
"668","ENSMUSG00000037742.14","Eef1a1","ENSMUSG00000076138.1","Gm26377","ENSMUSG00000037742","Eef1a1 (Gm26377)"
"669","ENSMUSG00000031129.9","Slc9a9","ENSMUSG00000098251.1","Mir7656","ENSMUSG00000031129","Slc9a9 (Mir7656)"
"670","ENSMUSG00000032537.15","Ephb1","ENSMUSG00000098521.1","Mir7243","ENSMUSG00000032537","Ephb1 (Mir7243)"
"671","ENSMUSG00000032564.16","Cpne4","ENSMUSG00000088204.1","Gm23391","ENSMUSG00000032564","Cpne4 (Gm23391)"
"672","ENSMUSG00000086296.2","D030055H07Rik","ENSMUSG00000065407.1","Mir135a-1","ENSMUSG00000086296","D030055H07Rik (Mir135a-1)"
"673","ENSMUSG00000020257.13","Wdr82","ENSMUSG00000065440.1","Mirlet7g","ENSMUSG00000020257","Wdr82 (Mirlet7g)"
"674","ENSMUSG00000039716.12","Dock3","ENSMUSG00000092963.1","Gm22238","ENSMUSG00000039716","Dock3 (Gm22238)"
"675","ENSMUSG00000032591.15","Mst1","ENSMUSG00000098787.1","Mir7088","ENSMUSG00000032591","Mst1 (Mir7088)"
"676","ENSMUSG00000032589.14","Bsn","ENSMUSG00000106657.1","Gm47303","ENSMUSG00000032589","Bsn (Gm47303)"
"677","ENSMUSG00000103103.1","4833445I07Rik","ENSMUSG00000105497.1","Mir191","ENSMUSG00000103103","4833445I07Rik (Mir191)"
"678","ENSMUSG00000103103.1","4833445I07Rik","ENSMUSG00000065579.1","Mir425","ENSMUSG00000103103","4833445I07Rik (Mir425)"
"679","ENSMUSG00000023473.13","Celsr3","ENSMUSG00000093067.1","Gm23156","ENSMUSG00000023473","Celsr3 (Gm23156)"
"680","ENSMUSG00000025650.13","Col7a1","ENSMUSG00000076142.1","Mir711","ENSMUSG00000025650","Col7a1 (Mir711)"
"681","ENSMUSG00000032477.14","Cdc25a","ENSMUSG00000098490.1","Mir7089","ENSMUSG00000032477","Cdc25a (Mir7089)"
"682","ENSMUSG00000056724.15","Nbeal2","ENSMUSG00000099275.1","Mir8107","ENSMUSG00000056724","Nbeal2 (Mir8107)"
"683","ENSMUSG00000032503.18","Arpp21","ENSMUSG00000065441.2","Mir128-2","ENSMUSG00000032503","Arpp21 (Mir128-2)"
"684","ENSMUSG00000047409.13","Ctdspl","ENSMUSG00000065513.1","Mir26a-1","ENSMUSG00000047409","Ctdspl (Mir26a-1)"
"685","ENSMUSG00000006932.17","Ctnnb1","ENSMUSG00000106193.1","Mir7090","ENSMUSG00000006932","Ctnnb1 (Mir7090)"
"686","ENSMUSG00000037949.8","Ano10","ENSMUSG00000098922.1","Mir8106","ENSMUSG00000037949","Ano10 (Mir8106)"
"687","ENSMUSG00000111837.1","Gm47135","ENSMUSG00000065414.1","Mir138-1","ENSMUSG00000111837","Gm47135 (Mir138-1)"
"688","ENSMUSG00000040653.6","Ppp1r14c","ENSMUSG00000080655.1","Gm24482","ENSMUSG00000040653","Ppp1r14c (Gm24482)"
"689","ENSMUSG00000039981.6","Zc3h12d","ENSMUSG00000093060.1","Mir5104","ENSMUSG00000039981","Zc3h12d (Mir5104)"
"690","ENSMUSG00000071359.13","Tbpl1","ENSMUSG00000098714.1","Mir7663","ENSMUSG00000071359","Tbpl1 (Mir7663)"
"691","ENSMUSG00000019984.16","Med23","ENSMUSG00000099181.1","Mir6905","ENSMUSG00000019984","Med23 (Mir6905)"
"692","ENSMUSG00000112597.1","Gm4777","ENSMUSG00000093282.1","Gm22566","ENSMUSG00000112597","Gm4777 (Gm22566)"
"693","ENSMUSG00000039089.15","L3mbtl3","ENSMUSG00000098898.1","Gm27754","ENSMUSG00000039089","L3mbtl3 (Gm27754)"
"694","ENSMUSG00000038160.7","Atg5","ENSMUSG00000089260.1","Mir1929","ENSMUSG00000038160","Atg5 (Mir1929)"
"695","ENSMUSG00000110898.1","Gm40638","ENSMUSG00000076282.1","Gm24271","ENSMUSG00000110898","Gm40638 (Gm24271)"
"696","ENSMUSG00000037990.18","Sh3rf3","ENSMUSG00000098653.1","Gm27672","ENSMUSG00000037990","Sh3rf3 (Gm27672)"
"697","ENSMUSG00000058297.16","Spock2","ENSMUSG00000105468.1","Mir6906","ENSMUSG00000058297","Spock2 (Mir6906)"
"698","ENSMUSG00000057337.13","Chst3","ENSMUSG00000077090.1","Gm22117","ENSMUSG00000057337","Chst3 (Gm22117)"
"699","ENSMUSG00000020097.14","Sgpl1","ENSMUSG00000104762.1","Gm44308","ENSMUSG00000020097","Sgpl1 (Gm44308)"
"700","ENSMUSG00000037031.10","Tspan15","ENSMUSG00000099185.1","Mir7662","ENSMUSG00000037031","Tspan15 (Mir7662)"
"701","ENSMUSG00000033255.8","Gm5134","ENSMUSG00000098817.1","Mir6409","ENSMUSG00000033255","Gm5134 (Mir6409)"
"702","ENSMUSG00000020230.15","Prmt2","ENSMUSG00000076068.1","Mir678","ENSMUSG00000020230","Prmt2 (Mir678)"
"703","ENSMUSG00000112241.1","Gm49325","ENSMUSG00000089424.1","Mir1930","ENSMUSG00000112241","Gm49325 (Mir1930)"
"704","ENSMUSG00000009293.17","Ube2g2","ENSMUSG00000089424.1","Mir1930","ENSMUSG00000009293","Ube2g2 (Mir1930)"
"705","ENSMUSG00000001211.15","Agpat3","ENSMUSG00000098885.1","Mir7659","ENSMUSG00000001211","Agpat3 (Mir7659)"
"706","ENSMUSG00000061032.9","Rrp1","ENSMUSG00000098376.1","Mir6907","ENSMUSG00000061032","Rrp1 (Mir6907)"
"707","ENSMUSG00000112652.1","4921516A02Rik","ENSMUSG00000098932.1","Mir6410","ENSMUSG00000112652","4921516A02Rik (Mir6410)"
"708","ENSMUSG00000032788.15","Pdxk","ENSMUSG00000098279.1","Mir6908","ENSMUSG00000032788","Pdxk (Mir6908)"
"709","ENSMUSG00000052151.12","Plpp2","ENSMUSG00000098414.1","Mir6909","ENSMUSG00000052151","Plpp2 (Mir6909)"
"710","ENSMUSG00000006498.16","Ptbp1","ENSMUSG00000098562.1","Mir6910","ENSMUSG00000006498","Ptbp1 (Mir6910)"
"711","ENSMUSG00000069565.12","Dazap1","ENSMUSG00000098672.1","Mir6911","ENSMUSG00000069565","Dazap1 (Mir6911)"
"712","ENSMUSG00000113949.1","Scamp4","ENSMUSG00000099283.1","Mir6912","ENSMUSG00000113949","Scamp4 (Mir6912)"
"713","ENSMUSG00000035370.9","Gm49322","ENSMUSG00000099283.1","Mir6912","ENSMUSG00000035370","Gm49322 (Mir6912)"
"714","ENSMUSG00000035242.15","Oaz1","ENSMUSG00000087993.1","Mir1982","ENSMUSG00000035242","Oaz1 (Mir1982)"
"715","ENSMUSG00000004931.11","Apba3","ENSMUSG00000092781.1","Mir3057","ENSMUSG00000004931","Apba3 (Mir3057)"
"716","ENSMUSG00000078440.10","Dohh","ENSMUSG00000098811.1","Mir6913","ENSMUSG00000078440","Dohh (Mir6913)"
"717","ENSMUSG00000113262.1","Gm48551","ENSMUSG00000098811.1","Mir6913","ENSMUSG00000113262","Gm48551 (Mir6913)"
"718","ENSMUSG00000055053.18","Nfic","ENSMUSG00000105379.1","Mir1191b","ENSMUSG00000055053","Nfic (Mir1191b)"
"719","ENSMUSG00000082828.1","Gm16106","ENSMUSG00000076228.1","Gm25595","ENSMUSG00000082828","Gm16106 (Gm25595)"
"720","ENSMUSG00000020048.13","Hsp90b1","ENSMUSG00000092686.1","Gm25745","ENSMUSG00000020048","Hsp90b1 (Gm25745)"
"721","ENSMUSG00000112117.1","Rmst","ENSMUSG00000065524.1","Mir135a-2","ENSMUSG00000112117","Rmst (Mir135a-2)"
"722","ENSMUSG00000112117.1","Rmst","ENSMUSG00000093227.1","Mir1251","ENSMUSG00000112117","Rmst (Mir1251)"
"723","ENSMUSG00000111121.1","Gm3523","ENSMUSG00000076238.1","Gm22582","ENSMUSG00000111121","Gm3523 (Gm22582)"
"724","ENSMUSG00000020015.10","Cdk17","ENSMUSG00000089214.1","Mir1931","ENSMUSG00000020015","Cdk17 (Mir1931)"
"725","ENSMUSG00000036099.16","Vezt","ENSMUSG00000065607.1","Mir331","ENSMUSG00000036099","Vezt (Mir331)"
"726","ENSMUSG00000086269.2","Tmcc3os","ENSMUSG00000098544.1","Mir7211","ENSMUSG00000086269","Tmcc3os (Mir7211)"
"727","ENSMUSG00000020029.6","Nudt4","ENSMUSG00000092867.1","Mir3058","ENSMUSG00000020029","Nudt4 (Mir3058)"
"728","ENSMUSG00000019888.16","Mgat4c","ENSMUSG00000092952.1","Mir3059","ENSMUSG00000019888","Mgat4c (Mir3059)"
"729","ENSMUSG00000112532.1","Gm36283","ENSMUSG00000093762.1","Gm25591","ENSMUSG00000112532","Gm36283 (Gm25591)"
"730","ENSMUSG00000020166.15","Cnot2","ENSMUSG00000093404.1","Gm25190","ENSMUSG00000020166","Cnot2 (Gm25190)"
"731","ENSMUSG00000056758.14","Hmga2","ENSMUSG00000076448.1","Mir763","ENSMUSG00000056758","Hmga2 (Mir763)"
"732","ENSMUSG00000048661.14","Lemd3","ENSMUSG00000093030.1","Gm23632","ENSMUSG00000048661","Lemd3 (Gm23632)"
"733","ENSMUSG00000034667.8","Xpot","ENSMUSG00000092841.1","Gm24330","ENSMUSG00000034667","Xpot (Gm24330)"
"734","ENSMUSG00000034613.12","Ppm1h","ENSMUSG00000099225.1","Mir8104","ENSMUSG00000034613","Ppm1h (Mir8104)"
"735","ENSMUSG00000112237.1","D630033A02Rik","ENSMUSG00000065406.3","Mirlet7i","ENSMUSG00000112237","D630033A02Rik (Mirlet7i)"
"736","ENSMUSG00000020124.10","Usp15","ENSMUSG00000099088.1","Gm27920","ENSMUSG00000020124","Usp15 (Gm27920)"
"737","ENSMUSG00000078429.9","Ctdsp2","ENSMUSG00000065430.1","Mir26a-2","ENSMUSG00000078429","Ctdsp2 (Mir26a-2)"
"738","ENSMUSG00000078429.9","Ctdsp2","ENSMUSG00000072837.1","Mir546","ENSMUSG00000078429","Ctdsp2 (Mir546)"
"739","ENSMUSG00000025393.12","Atp5b","ENSMUSG00000104755.1","Mir677","ENSMUSG00000025393","Atp5b (Mir677)"
"740","ENSMUSG00000014498.9","Ankrd52","ENSMUSG00000098701.1","Mir6914","ENSMUSG00000014498","Ankrd52 (Mir6914)"
"741","ENSMUSG00000014498.9","Ankrd52","ENSMUSG00000106600.1","Mir6915","ENSMUSG00000014498","Ankrd52 (Mir6915)"
"742","ENSMUSG00000014498.9","Ankrd52","ENSMUSG00000094650.1","Gm25361","ENSMUSG00000014498","Ankrd52 (Gm25361)"
"743","ENSMUSG00000025366.8","Esyt1","ENSMUSG00000099292.1","Mir6916","ENSMUSG00000025366","Esyt1 (Mir6916)"
"744","ENSMUSG00000025364.13","Pa2g4","ENSMUSG00000105001.1","Gm47275","ENSMUSG00000025364","Pa2g4 (Gm47275)"
"745","ENSMUSG00000018166.8","Erbb3","ENSMUSG00000098592.1","Mir6917","ENSMUSG00000018166","Erbb3 (Mir6917)"
"746","ENSMUSG00000003581.14","Rnf215","ENSMUSG00000093080.1","Mir3060","ENSMUSG00000003581","Rnf215 (Mir3060)"
"747","ENSMUSG00000034285.15","Nipsnap1","ENSMUSG00000098296.1","Mir6918","ENSMUSG00000034285","Nipsnap1 (Mir6918)"
"748","ENSMUSG00000009090.17","Ap1b1","ENSMUSG00000104880.1","Gm47296","ENSMUSG00000009090","Ap1b1 (Gm47296)"
"749","ENSMUSG00000041164.15","Zmiz2","ENSMUSG00000098516.1","Mir7651","ENSMUSG00000041164","Zmiz2 (Mir7651)"
"750","ENSMUSG00000094483.2","Purb","ENSMUSG00000092885.1","Gm22123","ENSMUSG00000094483","Purb (Gm22123)"
"751","ENSMUSG00000001891.16","Ugp2","ENSMUSG00000089555.1","Mir1933","ENSMUSG00000001891","Ugp2 (Mir1933)"
"752","ENSMUSG00000020321.15","Mdh1","ENSMUSG00000093168.1","Gm22990","ENSMUSG00000020321","Mdh1 (Gm22990)"
"753","ENSMUSG00000020288.13","Ahsa2","ENSMUSG00000106362.1","Gm47279","ENSMUSG00000020288","Ahsa2 (Gm47279)"
"754","ENSMUSG00000085510.1","Gm12082","ENSMUSG00000065539.1","Mir216a","ENSMUSG00000085510","Gm12082 (Mir216a)"
"755","ENSMUSG00000085510.1","Gm12082","ENSMUSG00000065415.1","Mir217","ENSMUSG00000085510","Gm12082 (Mir217)"
"756","ENSMUSG00000056427.10","Slit3","ENSMUSG00000065583.1","Mir218-2","ENSMUSG00000056427","Slit3 (Mir218-2)"
"757","ENSMUSG00000018846.8","Pank3","ENSMUSG00000065553.1","Mir103-1","ENSMUSG00000018846","Pank3 (Mir103-1)"
"758","ENSMUSG00000086686.1","F630206G17Rik","ENSMUSG00000076031.1","Gm22751","ENSMUSG00000086686","F630206G17Rik (Gm22751)"
"759","ENSMUSG00000011256.16","Adam19","ENSMUSG00000098942.1","Mir8100","ENSMUSG00000011256","Adam19 (Mir8100)"
"760","ENSMUSG00000020376.16","Rnf130","ENSMUSG00000065417.1","Mir340","ENSMUSG00000020376","Rnf130 (Mir340)"
"761","ENSMUSG00000036620.14","Mgat4b","ENSMUSG00000098474.1","Mir6919","ENSMUSG00000036620","Mgat4b (Mir6919)"
"762","ENSMUSG00000097219.1","Gm26551","ENSMUSG00000093006.2","Gm24157","ENSMUSG00000097219","Gm26551 (Gm24157)"
"763","ENSMUSG00000020349.4","Ppp2ca","ENSMUSG00000092870.1","Mir3061","ENSMUSG00000020349","Ppp2ca (Mir3061)"
"764","ENSMUSG00000049470.13","Aff4","ENSMUSG00000105908.1","Mir6920","ENSMUSG00000049470","Aff4 (Mir6920)"
"765","ENSMUSG00000018583.5","G3bp1","ENSMUSG00000098906.1","Mir7652","ENSMUSG00000018583","G3bp1 (Mir7652)"
"766","ENSMUSG00000020538.15","Srebf1","ENSMUSG00000098547.1","Mir6921","ENSMUSG00000020538","Srebf1 (Mir6921)"
"767","ENSMUSG00000020538.15","Srebf1","ENSMUSG00000099259.1","Mir6922","ENSMUSG00000020538","Srebf1 (Mir6922)"
"768","ENSMUSG00000000538.18","Tom1l2","ENSMUSG00000098349.1","Gm27711","ENSMUSG00000000538","Tom1l2 (Gm27711)"
"769","ENSMUSG00000018599.5","Mief2","ENSMUSG00000092734.1","Mir5100","ENSMUSG00000018599","Mief2 (Mir5100)"
"770","ENSMUSG00000033389.16","Arhgap44","ENSMUSG00000076394.1","Gm25991","ENSMUSG00000033389","Arhgap44 (Gm25991)"
"771","ENSMUSG00000033352.11","Map2k4","ENSMUSG00000076460.1","Mir744","ENSMUSG00000033352","Map2k4 (Mir744)"
"772","ENSMUSG00000020908.14","Myh3","ENSMUSG00000098855.1","Mir6923","ENSMUSG00000020908","Myh3 (Mir6923)"
"773","ENSMUSG00000020899.16","Pfas","ENSMUSG00000092727.1","Mir3062","ENSMUSG00000020899","Pfas (Mir3062)"
"774","ENSMUSG00000005237.14","Dnah2","ENSMUSG00000098432.1","Gm27493","ENSMUSG00000005237","Dnah2 (Gm27493)"
"775","ENSMUSG00000001588.12","Acap1","ENSMUSG00000104996.1","Mir6924","ENSMUSG00000001588","Acap1 (Mir6924)"
"776","ENSMUSG00000020888.16","Dvl2","ENSMUSG00000065534.1","Mir324","ENSMUSG00000020888","Dvl2 (Mir324)"
"777","ENSMUSG00000060216.15","Arrb2","ENSMUSG00000099109.1","Mir7115","ENSMUSG00000060216","Arrb2 (Mir7115)"
"778","ENSMUSG00000020821.17","Kif1c","ENSMUSG00000105932.1","Mir6925","ENSMUSG00000020821","Kif1c (Mir6925)"
"779","ENSMUSG00000082983.1","Gm12318","ENSMUSG00000076232.1","Gm22760","ENSMUSG00000082983","Gm12318 (Gm22760)"
"780","ENSMUSG00000020794.13","Ube2g1","ENSMUSG00000092725.1","Gm25678","ENSMUSG00000020794","Ube2g1 (Gm25678)"
"781","ENSMUSG00000038351.14","Sgsm2","ENSMUSG00000098317.1","Mir6926","ENSMUSG00000038351","Sgsm2 (Mir6926)"
"782","ENSMUSG00000085609.1","1700016P03Rik","ENSMUSG00000065590.1","Mir212","ENSMUSG00000085609","1700016P03Rik (Mir212)"
"783","ENSMUSG00000085609.1","1700016P03Rik","ENSMUSG00000065537.2","Mir132","ENSMUSG00000085609","1700016P03Rik (Mir132)"
"784","ENSMUSG00000000751.13","Rpa1","ENSMUSG00000106179.1","Gm47300","ENSMUSG00000000751","Rpa1 (Gm47300)"
